2023 Spring ASA Elections

SubmissionId,"Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 1","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 2","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 3","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 4","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 5","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 6","Please rank the candidates for second-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 7 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 7","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 1","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 2","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 3","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 4","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 5","Please rank the candidates for third-year Senator in order of preference. Four (4) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 6 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank three (3) of the candidates,use ranks 1,2,and 3. - 6","Please rank the candidates for international Senator in order of preference. Two (2) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 3 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank one (1) of the candidates,use rank 1. - 1","Please rank the candidates for international Senator in order of preference. Two (2) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 3 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank one (1) of the candidates,use rank 1. - 2","Please rank the candidates for international Senator in order of preference. Two (2) candidates will be selected as winners using ranked-choice voting. Pictures of the candidates can be found at this link or on the ASA Instagram page.Rank 1 is your favorite,and 3 is your least favorite.You may rank as many or as few candidates as you wish. Please do not skip numbers. For example,if you only rank one (1) of the candidates,use rank 1. - 3"
"6675856","Carson Steichen","Susana Gebrekidan","Gracen Juffer","Emma Powers","Ian Kelly","Elijah Schipper","Abbey Allen","Noah Everson","Gabi Jancikova","","","","","","",""
"6675837","Carson Steichen","Gracen Juffer","Abbey Allen","","","","","","","","","","","","",""
"6675817","Gracen Juffer","Carson Steichen","Elijah Schipper","Ian Kelly","Emma Powers","Susana Gebrekidan","Abbey Allen","Noah Everson","","","","","","Amy Kim","",""
"6675694","Susana Gebrekidan","","","","","","","Hananiya Arega","Gabi Jancikova","Noah Everson","Nasteho Abdi","Raleigh Lunderman","Annie Johnston","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6675635","Emma Powers","Ian Kelly","Carson Steichen","Susana Gebrekidan","Abbey Allen","Gracen Juffer","Elijah Schipper","Hananiya Arega","Raleigh Lunderman","Nasteho Abdi","Annie Johnston","Noah Everson","Gabi Jancikova","Mariya Mamman","Amy Kim",""
"6675348","Gracen Juffer","Abbey Allen","Susana Gebrekidan","Carson Steichen","","","","Annie Johnston","Noah Everson","Gabi Jancikova","","","","Amy Kim","",""
"6675336","Carson Steichen","Ian Kelly","Abbey Allen","Susana Gebrekidan","Gracen Juffer","Emma Powers","Elijah Schipper","","","","","","","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6675292","Carson Steichen","Abbey Allen","Ian Kelly","Susana Gebrekidan","Gracen Juffer","Emma Powers","Elijah Schipper","Noah Everson","Raleigh Lunderman","","","","","Amy Kim","",""
"6675286","Carson Steichen","Gracen Juffer","","","","","","Noah Everson","","","","","","","",""
"6675241","Gracen Juffer","","","","","","","","","","","","","","",""
"6675207","Ian Kelly","Susana Gebrekidan","Emma Powers","Carson Steichen","Gracen Juffer","Abbey Allen","Elijah Schipper","","","","","","","","",""
"6675180","Ian Kelly","Gracen Juffer","Carson Steichen","Abbey Allen","Susana Gebrekidan","Emma Powers","Elijah Schipper","","","","","","","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6675178","Gracen Juffer","Ian Kelly","Abbey Allen","Carson Steichen","Susana Gebrekidan","Emma Powers","Elijah Schipper","","","","","","","","",""
"6675046","Emma Powers","Susana Gebrekidan","Abbey Allen","","","","","Nasteho Abdi","Annie Johnston","Hananiya Arega","Gabi Jancikova","","","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6674451","Ian Kelly","Carson Steichen","Elijah Schipper","Emma Powers","Gracen Juffer","Abbey Allen","Susana Gebrekidan","","","","","","","","",""
"6674405","Gracen Juffer","Abbey Allen","Elijah Schipper","Carson Steichen","Susana Gebrekidan","Ian Kelly","Emma Powers","Annie Johnston","Gabi Jancikova","Raleigh Lunderman","Hananiya Arega","Noah Everson","Nasteho Abdi","","",""
"6674315","Emma Powers","Gracen Juffer","Susana Gebrekidan","","","","","Annie Johnston","Gabi Jancikova","Noah Everson","","","","Beatrice Anyim","Mariya Mamman","Amy Kim"
"6674302","Carson Steichen","Gracen Juffer","Emma Powers","Elijah Schipper","Ian Kelly","Susana Gebrekidan","Abbey Allen","Gabi Jancikova","Raleigh Lunderman","Nasteho Abdi","Annie Johnston","Noah Everson","Hananiya Arega","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6674291","Elijah Schipper","Gracen Juffer","Ian Kelly","Susana Gebrekidan","Carson Steichen","Emma Powers","Abbey Allen","Gabi Jancikova","","","","","","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6674282","Carson Steichen","Elijah Schipper","Ian Kelly","Gracen Juffer","Susana Gebrekidan","Emma Powers","Abbey Allen","Gabi Jancikova","Raleigh Lunderman","Annie Johnston","Nasteho Abdi","Noah Everson","Hananiya Arega","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6674262","Susana Gebrekidan","Emma Powers","Abbey Allen","Ian Kelly","Carson Steichen","Elijah Schipper","Gracen Juffer","Hananiya Arega","Raleigh Lunderman","Nasteho Abdi","Annie Johnston","Noah Everson","Gabi Jancikova","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6674251","Abbey Allen","Gracen Juffer","Carson Steichen","Elijah Schipper","Emma Powers","Ian Kelly","Susana Gebrekidan","Hananiya Arega","Nasteho Abdi","Raleigh Lunderman","Gabi Jancikova","Annie Johnston","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6674247","Susana Gebrekidan","Abbey Allen","Emma Powers","Gracen Juffer","Carson Steichen","Ian Kelly","Elijah Schipper","Raleigh Lunderman","Annie Johnston","Nasteho Abdi","Hananiya Arega","Gabi Jancikova","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6674230","Susana Gebrekidan","Gracen Juffer","Emma Powers","","","","","Annie Johnston","Hananiya Arega","Noah Everson","Nasteho Abdi","Raleigh Lunderman","Gabi Jancikova","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6674121","Elijah Schipper","Emma Powers","Ian Kelly","Carson Steichen","Gracen Juffer","Abbey Allen","Susana Gebrekidan","Annie Johnston","Gabi Jancikova","Hananiya Arega","Noah Everson","Nasteho Abdi","Raleigh Lunderman","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6674119","Gracen Juffer","Abbey Allen","Carson Steichen","Susana Gebrekidan","Ian Kelly","Emma Powers","Elijah Schipper","Nasteho Abdi","","","","","","Mariya Mamman","",""
"6674109","Gracen Juffer","Emma Powers","Abbey Allen","Susana Gebrekidan","Carson Steichen","Ian Kelly","Elijah Schipper","Annie Johnston","Hananiya Arega","Raleigh Lunderman","Nasteho Abdi","Noah Everson","Gabi Jancikova","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6674089","Emma Powers","Abbey Allen","Susana Gebrekidan","Gracen Juffer","Carson Steichen","Ian Kelly","Elijah Schipper","Gabi Jancikova","Annie Johnston","Hananiya Arega","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6674084","Abbey Allen","Susana Gebrekidan","Carson Steichen","Elijah Schipper","Ian Kelly","Emma Powers","Gracen Juffer","Hananiya Arega","Annie Johnston","Gabi Jancikova","Noah Everson","Nasteho Abdi","Raleigh Lunderman","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6674083","Susana Gebrekidan","Carson Steichen","Emma Powers","Abbey Allen","Gracen Juffer","Ian Kelly","Elijah Schipper","Nasteho Abdi","Gabi Jancikova","Hananiya Arega","Annie Johnston","Noah Everson","Raleigh Lunderman","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6674079","Susana Gebrekidan","Carson Steichen","Abbey Allen","Elijah Schipper","Emma Powers","Ian Kelly","Gracen Juffer","Raleigh Lunderman","Nasteho Abdi","Noah Everson","Hananiya Arega","Annie Johnston","Gabi Jancikova","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6673873","Emma Powers","Elijah Schipper","Gracen Juffer","Ian Kelly","Carson Steichen","Susana Gebrekidan","Abbey Allen","Gabi Jancikova","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Hananiya Arega","Annie Johnston","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6673860","Gracen Juffer","Elijah Schipper","Susana Gebrekidan","Ian Kelly","Carson Steichen","Emma Powers","Abbey Allen","Annie Johnston","Hananiya Arega","Nasteho Abdi","Raleigh Lunderman","Gabi Jancikova","Noah Everson","Beatrice Anyim","",""
"6673846","Susana Gebrekidan","Abbey Allen","Carson Steichen","","","","","Nasteho Abdi","Raleigh Lunderman","Annie Johnston","","","","Mariya Mamman","",""
"6673751","Gracen Juffer","","","","","","","Nasteho Abdi","Noah Everson","","","","","","",""
"6673749","","","","","","","","Noah Everson","Gabi Jancikova","","","","","Mariya Mamman","",""
"6673598","","","","","","","","Gabi Jancikova","","","","","","Mariya Mamman","",""
"6673569","","","","","","","","Gabi Jancikova","","","","","","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6673497","Gracen Juffer","Emma Powers","Elijah Schipper","Abbey Allen","Susana Gebrekidan","Ian Kelly","Carson Steichen","Annie Johnston","Hananiya Arega","Gabi Jancikova","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6673343","Carson Steichen","Susana Gebrekidan","Abbey Allen","Gracen Juffer","Ian Kelly","Emma Powers","Elijah Schipper","Gabi Jancikova","Raleigh Lunderman","Nasteho Abdi","Annie Johnston","Hananiya Arega","Noah Everson","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6673143","Abbey Allen","Ian Kelly","Gracen Juffer","Carson Steichen","Emma Powers","Elijah Schipper","Susana Gebrekidan","Raleigh Lunderman","Nasteho Abdi","Hananiya Arega","Gabi Jancikova","Annie Johnston","Noah Everson","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6673130","Abbey Allen","Susana Gebrekidan","Emma Powers","Gracen Juffer","Carson Steichen","Elijah Schipper","Ian Kelly","Annie Johnston","Hananiya Arega","Gabi Jancikova","Raleigh Lunderman","Nasteho Abdi","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6673085","Abbey Allen","Elijah Schipper","Emma Powers","Ian Kelly","Carson Steichen","Gracen Juffer","Susana Gebrekidan","Annie Johnston","Noah Everson","Gabi Jancikova","Hananiya Arega","Nasteho Abdi","Raleigh Lunderman","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6672960","Emma Powers","Abbey Allen","Gracen Juffer","Ian Kelly","Carson Steichen","Elijah Schipper","Susana Gebrekidan","Annie Johnston","","","","","","Mariya Mamman","",""
"6672861","Carson Steichen","Gracen Juffer","Abbey Allen","","","","","Annie Johnston","Gabi Jancikova","Raleigh Lunderman","Hananiya Arega","Nasteho Abdi","Noah Everson","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6672848","Susana Gebrekidan","","","","","","","Nasteho Abdi","Raleigh Lunderman","Gabi Jancikova","Hananiya Arega","","","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6672814","Elijah Schipper","Ian Kelly","","","","","","Gabi Jancikova","Hananiya Arega","Annie Johnston","","","","Mariya Mamman","",""
"6672792","Carson Steichen","","","","","","","Noah Everson","","","","","","Mariya Mamman","",""
"6672729","Emma Powers","Ian Kelly","Abbey Allen","Carson Steichen","Gracen Juffer","Susana Gebrekidan","Elijah Schipper","Gabi Jancikova","Nasteho Abdi","Hananiya Arega","Annie Johnston","Raleigh Lunderman","Noah Everson","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6672704","Susana Gebrekidan","Gracen Juffer","Emma Powers","Abbey Allen","Carson Steichen","Ian Kelly","Elijah Schipper","Annie Johnston","Raleigh Lunderman","Hananiya Arega","Nasteho Abdi","Noah Everson","Gabi Jancikova","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6672669","Gracen Juffer","Ian Kelly","Abbey Allen","","","","","Gabi Jancikova","Hananiya Arega","Raleigh Lunderman","Nasteho Abdi","","","Mariya Mamman","Amy Kim",""
"6672565","Susana Gebrekidan","Abbey Allen","Ian Kelly","Elijah Schipper","Emma Powers","Carson Steichen","Gracen Juffer","Raleigh Lunderman","Nasteho Abdi","Noah Everson","Hananiya Arega","Annie Johnston","Gabi Jancikova","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6672549","Emma Powers","Ian Kelly","Abbey Allen","Gracen Juffer","Elijah Schipper","Susana Gebrekidan","Carson Steichen","","","","","","","","",""
"6672485","Carson Steichen","Abbey Allen","Gracen Juffer","","","","","Noah Everson","Gabi Jancikova","","","","","Amy Kim","",""
"6672442","Abbey Allen","Emma Powers","Susana Gebrekidan","Carson Steichen","Gracen Juffer","Elijah Schipper","Ian Kelly","Annie Johnston","Nasteho Abdi","Raleigh Lunderman","Gabi Jancikova","Hananiya Arega","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6672439","Gracen Juffer","","","","","","","","","","","","","","",""
"6671978","Carson Steichen","","","","","","","Annie Johnston","","","","","","","",""
"6671946","Carson Steichen","Susana Gebrekidan","Emma Powers","Ian Kelly","Gracen Juffer","Abbey Allen","Elijah Schipper","Hananiya Arega","Annie Johnston","Noah Everson","Nasteho Abdi","Gabi Jancikova","Raleigh Lunderman","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6671921","","","","","","","","Noah Everson","Annie Johnston","Gabi Jancikova","Raleigh Lunderman","","","","",""
"6671834","Susana Gebrekidan","Abbey Allen","Emma Powers","Gracen Juffer","","","","Raleigh Lunderman","Annie Johnston","Nasteho Abdi","Hananiya Arega","Gabi Jancikova","Noah Everson","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6671747","Susana Gebrekidan","","","","","","","Gabi Jancikova","Hananiya Arega","Annie Johnston","","","","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6671676","Susana Gebrekidan","","","","","","","","","","","","","Mariya Mamman","",""
"6671609","Ian Kelly","Gracen Juffer","Emma Powers","Elijah Schipper","Susana Gebrekidan","Carson Steichen","Abbey Allen","","","","","","","","",""
"6671605","Elijah Schipper","Gracen Juffer","Abbey Allen","Carson Steichen","","","","Raleigh Lunderman","Nasteho Abdi","Gabi Jancikova","Hananiya Arega","","","Mariya Mamman","Beatrice Anyim",""
"6671528","Elijah Schipper","Abbey Allen","Emma Powers","Ian Kelly","Carson Steichen","Susana Gebrekidan","Gracen Juffer","Noah Everson","Nasteho Abdi","Annie Johnston","Gabi Jancikova","Hananiya Arega","Raleigh Lunderman","Amy Kim","",""
"6671523","Susana Gebrekidan","Abbey Allen","Gracen Juffer","Carson Steichen","Ian Kelly","Emma Powers","Elijah Schipper","Gabi Jancikova","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Hananiya Arega","Annie Johnston","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6671503","","","","","","","","Gabi Jancikova","Nasteho Abdi","Noah Everson","Hananiya Arega","","","","",""
"6671497","Gracen Juffer","Carson Steichen","","","","","","Noah Everson","Hananiya Arega","","","","","Mariya Mamman","",""
"6671410","Gracen Juffer","Susana Gebrekidan","Emma Powers","Ian Kelly","Carson Steichen","Elijah Schipper","Abbey Allen","Noah Everson","Annie Johnston","Raleigh Lunderman","Gabi Jancikova","Hananiya Arega","Nasteho Abdi","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6671385","Susana Gebrekidan","Carson Steichen","Gracen Juffer","Abbey Allen","Ian Kelly","Emma Powers","Elijah Schipper","Hananiya Arega","Annie Johnston","Gabi Jancikova","Noah Everson","Nasteho Abdi","Raleigh Lunderman","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6671364","Gracen Juffer","Susana Gebrekidan","Abbey Allen","Elijah Schipper","Emma Powers","Carson Steichen","Ian Kelly","Gabi Jancikova","","","","","","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6671351","Gracen Juffer","Susana Gebrekidan","Emma Powers","Elijah Schipper","Carson Steichen","Ian Kelly","Abbey Allen","Nasteho Abdi","Annie Johnston","Gabi Jancikova","Hananiya Arega","Raleigh Lunderman","Noah Everson","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6671318","Gracen Juffer","Abbey Allen","","","","","","Gabi Jancikova","Annie Johnston","","","","","","",""
"6671312","Gracen Juffer","Abbey Allen","Carson Steichen","","","","","Annie Johnston","Gabi Jancikova","Noah Everson","","","","","",""
"6671296","Susana Gebrekidan","Emma Powers","Carson Steichen","Gracen Juffer","Abbey Allen","Ian Kelly","Elijah Schipper","Raleigh Lunderman","Nasteho Abdi","Noah Everson","Hananiya Arega","Annie Johnston","Gabi Jancikova","Mariya Mamman","Beatrice Anyim",""
"6671282","Susana Gebrekidan","Emma Powers","Abbey Allen","","","","","Hananiya Arega","Gabi Jancikova","","","","","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6671260","Susana Gebrekidan","","","","","","","Hananiya Arega","Gabi Jancikova","Noah Everson","Nasteho Abdi","Raleigh Lunderman","Annie Johnston","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6671251","Ian Kelly","Elijah Schipper","Emma Powers","Susana Gebrekidan","Carson Steichen","Gracen Juffer","Abbey Allen","","","","","","","Amy Kim","Beatrice Anyim","Mariya Mamman"
"6671226","Carson Steichen","Susana Gebrekidan","Elijah Schipper","","","","","Raleigh Lunderman","Nasteho Abdi","Gabi Jancikova","","","","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6671210","Carson Steichen","","","","","","","Noah Everson","","","","","","Beatrice Anyim","",""
"6671160","Emma Powers","Ian Kelly","Abbey Allen","","","","","Raleigh Lunderman","Nasteho Abdi","Hananiya Arega","","","","Beatrice Anyim","Amy Kim","Mariya Mamman"
"6671152","Emma Powers","Susana Gebrekidan","Ian Kelly","Gracen Juffer","Abbey Allen","Elijah Schipper","Carson Steichen","Noah Everson","Gabi Jancikova","Nasteho Abdi","","","","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6671130","Gracen Juffer","","","","","","","","","","","","","","",""
"6671109","","","","","","","","Noah Everson","","","","","","Mariya Mamman","",""
"6671088","","","","","","","","Noah Everson","Gabi Jancikova","","","","","","",""
"6671062","","","","","","","","Noah Everson","","","","","","Mariya Mamman","",""
"6671047","","","","","","","","Noah Everson","","","","","","Amy Kim","",""
"6671032","Gracen Juffer","Emma Powers","Ian Kelly","Abbey Allen","Susana Gebrekidan","Carson Steichen","Elijah Schipper","Hananiya Arega","Gabi Jancikova","Raleigh Lunderman","Nasteho Abdi","Noah Everson","Annie Johnston","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6670956","Emma Powers","Carson Steichen","Abbey Allen","Elijah Schipper","Ian Kelly","Gracen Juffer","Susana Gebrekidan","Noah Everson","Annie Johnston","","","","","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6670923","Emma Powers","Abbey Allen","Carson Steichen","","","","","Noah Everson","Annie Johnston","Raleigh Lunderman","","","","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6670919","Emma Powers","","","","","","","Noah Everson","","","","","","","",""
"6670858","Susana Gebrekidan","","","","","","","Nasteho Abdi","Raleigh Lunderman","Noah Everson","Gabi Jancikova","","","","",""
"6670842","","","","","","","","Annie Johnston","Nasteho Abdi","Gabi Jancikova","Noah Everson","","","","",""
"6670830","Emma Powers","Gracen Juffer","","","","","","Gabi Jancikova","Annie Johnston","","","","","Amy Kim","",""
"6670814","Gracen Juffer","","","","","","","","","","","","","","",""
"6670774","Abbey Allen","","","","","","","Gabi Jancikova","","","","","","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6670754","Susana Gebrekidan","Emma Powers","Elijah Schipper","Abbey Allen","Gracen Juffer","Ian Kelly","Carson Steichen","Gabi Jancikova","Annie Johnston","Raleigh Lunderman","Hananiya Arega","Nasteho Abdi","Noah Everson","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6670751","Ian Kelly","Susana Gebrekidan","Abbey Allen","Elijah Schipper","","","","","","","","","","","",""
"6670714","Carson Steichen","Susana Gebrekidan","Gracen Juffer","Abbey Allen","Ian Kelly","Elijah Schipper","Emma Powers","Noah Everson","Raleigh Lunderman","Nasteho Abdi","Hananiya Arega","Gabi Jancikova","Annie Johnston","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6670706","","","","","","","","Gabi Jancikova","Noah Everson","Annie Johnston","","","","","",""
"6670700","Emma Powers","Gracen Juffer","Elijah Schipper","Ian Kelly","Carson Steichen","Abbey Allen","Susana Gebrekidan","Gabi Jancikova","Annie Johnston","Hananiya Arega","Noah Everson","Nasteho Abdi","Raleigh Lunderman","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6670681","Ian Kelly","Carson Steichen","Gracen Juffer","Abbey Allen","","","","Nasteho Abdi","Hananiya Arega","Raleigh Lunderman","","","","Mariya Mamman","Amy Kim",""
"6670659","Elijah Schipper","Emma Powers","Ian Kelly","Carson Steichen","Abbey Allen","Gracen Juffer","Susana Gebrekidan","Gabi Jancikova","Annie Johnston","Raleigh Lunderman","Hananiya Arega","Noah Everson","Nasteho Abdi","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6670658","Elijah Schipper","Gracen Juffer","Carson Steichen","Emma Powers","Ian Kelly","Abbey Allen","Susana Gebrekidan","Hananiya Arega","Gabi Jancikova","Nasteho Abdi","Annie Johnston","Raleigh Lunderman","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
"6670234","Susana Gebrekidan","Emma Powers","Abbey Allen","Elijah Schipper","","","","Hananiya Arega","Annie Johnston","Nasteho Abdi","Raleigh Lunderman","","","Beatrice Anyim","Mariya Mamman","Amy Kim"
"6670180","Elijah Schipper","Gracen Juffer","Ian Kelly","Emma Powers","Carson Steichen","Susana Gebrekidan","Abbey Allen","","","","","","","","",""
"6670102","Carson Steichen","Gracen Juffer","Susana Gebrekidan","Emma Powers","Abbey Allen","Ian Kelly","Elijah Schipper","Hananiya Arega","Noah Everson","","","","","","",""
"6670013","Emma Powers","Susana Gebrekidan","Ian Kelly","Abbey Allen","Elijah Schipper","Gracen Juffer","Carson Steichen","Gabi Jancikova","Raleigh Lunderman","Annie Johnston","Nasteho Abdi","Hananiya Arega","Noah Everson","Mariya Mamman","Beatrice Anyim","Amy Kim"
"6669991","Emma Powers","Abbey Allen","","","","","","Hananiya Arega","Gabi Jancikova","","","","","Mariya Mamman","Beatrice Anyim",""
"6669907","Carson Steichen","Gracen Juffer","Ian Kelly","Elijah Schipper","Emma Powers","Susana Gebrekidan","Abbey Allen","","","","","","","","",""
"6669902","","","","","","","","Gabi Jancikova","Annie Johnston","Raleigh Lunderman","","","","Amy Kim","",""
"6669834","Carson Steichen","","","","","","","","","","","","","","",""
"6669810","Emma Powers","Carson Steichen","Gracen Juffer","Elijah Schipper","Susana Gebrekidan","Ian Kelly","Abbey Allen","Raleigh Lunderman","","","","","","Mariya Mamman","",""
"6669639","","","","","","","","Gabi Jancikova","Noah Everson","Annie Johnston","Nasteho Abdi","Hananiya Arega","Raleigh Lunderman","","",""
"6669605","Carson Steichen","Abbey Allen","","","","","","Gabi Jancikova","Noah Everson","","","","","","",""
"6669601","Emma Powers","Abbey Allen","Carson Steichen","","","","","Noah Everson","Annie Johnston","Gabi Jancikova","","","","Amy Kim","",""
"6669598","Emma Powers","Elijah Schipper","Ian Kelly","","","","","","","","","","","","",""
"6669558","Abbey Allen","Susana Gebrekidan","Gracen Juffer","Emma Powers","Ian Kelly","Carson Steichen","Elijah Schipper","Gabi Jancikova","Annie Johnston","Nasteho Abdi","Raleigh Lunderman","Hananiya Arega","Noah Everson","Mariya Mamman","Amy Kim","Beatrice Anyim"
"6669557","Abbey Allen","Emma Powers","Gracen Juffer","Susana Gebrekidan","Carson Steichen","Elijah Schipper","Ian Kelly","Annie Johnston","Gabi Jancikova","Raleigh Lunderman","Hananiya Arega","Nasteho Abdi","Noah Everson","Amy Kim","Mariya Mamman","Beatrice Anyim"
